Area_del_Edificio,Ano_de_Construccion,Tipo_de_Aislamiento,Numero_de_Ventanas,Sistema_Calefaccion,Sistema_Refrigeracion,Uso_del_Edificio,Ubicacion_Geografica,Medidas_Eficiencia_Energetica,Consumo_Energetico_Anual
432.0628857210483,1916,Moderado,12,Avanzado,Básico,Residencial,Iowa,3,306.3903791482417
334.7823456117331,1921,Superior,13,Moderado,Avanzado,Residencial,Maryland,7,201.0610034594736
292.4946519444994,1995,Básico,0,Moderado,Básico,Industrial,Oklahoma,7,54.9692251800395
101.56467635402257,2007,Básico,19,Moderado,Moderado,Comercial,Pennsylvania,4,383.9493420914249
293.1002621537858,2020,Superior,0,Básico,Básico,Residencial,Pennsylvania,1,100.64600309328216
334.356865860392,2020,Básico,12,Avanzado,Básico,Industrial,Maryland,9,259.91836455478824
480.160539189592,1942,Básico,14,Básico,Avanzado,Comercial,Maine,1,466.28827438853705
313.2729546907413,1969,Avanzado,3,Básico,Moderado,Industrial,Georgia,3,227.31442442325772
485.3302707855445,2014,Avanzado,7,Básico,Avanzado,Comercial,Maine,5,213.7566555531353
482.722752022998,1903,Moderado,0,Moderado,Moderado,Residencial,Michigan,1,174.35448931088234
342.5901511251189,1959,Básico,16,Avanzado,Moderado,Residencial,Georgia,6,406.05377510086646
277.6585928531399,1988,Moderado,10,Básico,Moderado,Comercial,Utah,2,254.3092725756798
259.7097847217222,1994,Avanzado,8,Moderado,Avanzado,Industrial,Maryland,3,366.8174155625746
450.67035250210216,1911,Moderado,11,Avanzado,Avanzado,Industrial,Oklahoma,10,362.4842982252312
62.71550733729055,2021,Moderado,19,Básico,Avanzado,Residencial,Michigan,2,280.7615362389265
101.2136891106072,2008,Superior,10,Avanzado,Avanzado,Industrial,Oklahoma,2,348.9962227320418
95.93227810361832,1941,Básico,1,Moderado,Básico,Residencial,Minnesota,1,179.98136594215
390.6208963044746,1935,Avanzado,12,Moderado,Avanzado,Comercial,Maryland,10,191.423907496794
202.84296073364064,2019,Moderado,0,Moderado,Básico,Residencial,Pennsylvania,2,79.73980878509082
337.08584513331544,1926,Moderado,6,Moderado,Avanzado,Industrial,Oklahoma,6,348.75448787200366
321.70230672915454,2015,Avanzado,8,Moderado,Básico,Residencial,Maryland,2,182.96881352898868
223.62258638413925,1948,Moderado,11,Moderado,Moderado,Comercial,Vermont,9,216.6484972606688
289.2054750090793,1902,Superior,13,Moderado,Moderado,Industrial,Pennsylvania,3,275.75382913001704
340.31234010724705,1906,Superior,0,Moderado,Avanzado,Industrial,Oklahoma,7,162.12027583759124
473.4276484451622,1949,Básico,6,Moderado,Moderado,Industrial,Maine,4,348.76981141761325
309.03533278744163,2011,Avanzado,14,Moderado,Básico,Industrial,Pennsylvania,4,272.27552124182984
326.4653802957414,1911,Moderado,5,Moderado,Avanzado,Comercial,Iowa,6,157.0236314373817
80.53511796669896,1942,Moderado,15,Avanzado,Avanzado,Comercial,Maryland,5,279.4621143193886
478.4971166420504,1921,Moderado,0,Básico,Avanzado,Residencial,Pennsylvania,7,136.73838715635577
287.6368675592238,1921,Avanzado,5,Básico,Avanzado,Residencial,Maryland,2,169.71267255772273
410.5730389369649,1980,Moderado,15,Moderado,Avanzado,Industrial,Utah,3,457.00200133990415
72.63097841632508,1908,Básico,5,Básico,Básico,Industrial,Iowa,2,301.95052063779514
239.40956108169092,1987,Avanzado,1,Avanzado,Avanzado,Residencial,Maine,6,148.2495917205395
165.63895661871572,2003,Avanzado,13,Avanzado,Avanzado,Comercial,Oklahoma,4,320.9152035296449
170.13915440986548,2012,Básico,14,Moderado,Moderado,Comercial,Pennsylvania,1,310.96060120900086
406.1541784824183,1985,Básico,17,Moderado,Moderado,Residencial,Pennsylvania,2,382.3875862160773
330.7400263709841,1964,Superior,2,Avanzado,Moderado,Residencial,Georgia,10,166.80875644748818
247.8853903292816,2001,Avanzado,5,Básico,Básico,Industrial,Oklahoma,2,199.6540712584822
54.76358281387704,2011,Avanzado,19,Avanzado,Básico,Industrial,Pennsylvania,7,410.6670697696691
484.2175743254885,1911,Superior,15,Básico,Moderado,Residencial,Pennsylvania,5,177.28025964633702
482.9104640100757,1935,Superior,15,Moderado,Básico,Industrial,Georgia,7,311.11019274136123
147.8984946260173,1998,Moderado,10,Básico,Básico,Industrial,Minnesota,9,206.41584334140293
68.60586754245051,1990,Moderado,17,Moderado,Avanzado,Industrial,Michigan,5,364.5779981167413
288.589713355356,1932,Básico,14,Básico,Básico,Comercial,Utah,10,173.82294836347015
478.1348665773834,1997,Moderado,15,Moderado,Avanzado,Comercial,Maryland,7,320.3751363941172
459.6781305942207,2007,Avanzado,7,Básico,Básico,Comercial,Maine,2,218.8216603830232
313.09828875022845,1986,Básico,16,Básico,Avanzado,Comercial,Georgia,9,189.8945989561415
186.59698279416824,1919,Avanzado,16,Básico,Básico,Residencial,Minnesota,6,107.68406417674876
198.48239769613815,2004,Superior,17,Básico,Moderado,Residencial,Iowa,4,240.45535551132448
454.0610981687124,2002,Básico,4,Avanzado,Avanzado,Residencial,Pennsylvania,3,364.2489331673783
271.30281603600963,1953,Moderado,10,Básico,Básico,Residencial,Michigan,4,152.94641310194132
109.0023030352155,2004,Superior,10,Moderado,Básico,Comercial,Iowa,1,188.0671128963856
161.79146418812329,1956,Avanzado,15,Avanzado,Básico,Comercial,Vermont,10,216.03331132972423
174.55770566037458,1961,Avanzado,12,Moderado,Moderado,Industrial,Georgia,2,337.16554986726675
105.5960082193592,1957,Moderado,9,Moderado,Básico,Comercial,Maryland,4,229.1655520342602
258.3699716845811,1966,Básico,3,Básico,Moderado,Comercial,Oklahoma,7,135.61960681526682
462.222908723746,1992,Avanzado,18,Moderado,Básico,Residencial,Maine,2,371.2994243964906
350.9521443465174,1932,Avanzado,5,Básico,Moderado,Comercial,Oklahoma,5,38.6834041955527
82.61326591198525,1907,Superior,8,Básico,Moderado,Comercial,Michigan,5,117.09345907973729
52.47266801412322,1915,Avanzado,8,Avanzado,Básico,Residencial,Maryland,10,59.070373289696974
174.31145036116445,2007,Superior,5,Moderado,Básico,Residencial,Iowa,6,71.84702861499053
213.2118206572732,1995,Superior,17,Básico,Básico,Industrial,Pennsylvania,4,340.562659609608
399.5373510710491,2013,Avanzado,0,Avanzado,Avanzado,Residencial,Minnesota,3,109.21288362803658
485.152485768665,1994,Básico,11,Moderado,Avanzado,Comercial,Pennsylvania,3,282.3740173132984
224.40522804059464,1944,Básico,6,Moderado,Moderado,Comercial,Minnesota,10,180.8542305093292
359.0105134175875,1985,Básico,19,Moderado,Moderado,Residencial,Minnesota,6,294.35225065306395
497.7058583088335,1981,Superior,4,Avanzado,Avanzado,Comercial,Maine,7,154.54856822483504
385.54996274375645,1977,Moderado,5,Avanzado,Moderado,Industrial,Maryland,7,304.30773146588297
336.28529708863,1998,Moderado,12,Básico,Avanzado,Industrial,Minnesota,10,250.5393650397534
85.13368438023693,1948,Avanzado,7,Avanzado,Moderado,Residencial,Maine,5,169.73621425440874
195.44684053762865,1991,Básico,19,Moderado,Avanzado,Comercial,Vermont,6,439.0998733818696
461.02647130572063,1972,Básico,18,Básico,Moderado,Industrial,Maryland,2,512.9293536589128
140.45246675640757,1936,Avanzado,5,Moderado,Moderado,Industrial,Pennsylvania,9,172.604137923988
429.6156616729437,1984,Moderado,8,Moderado,Avanzado,Comercial,Vermont,9,269.11390831354487
363.3456582862274,2000,Avanzado,17,Básico,Moderado,Residencial,Iowa,10,232.1870701393134
214.8459668738396,1926,Superior,0,Avanzado,Moderado,Residencial,Maine,6,-23.419641227054143
288.1284213706955,1955,Superior,8,Moderado,Básico,Industrial,Maine,9,219.47651556701396
294.26291093876614,1937,Moderado,0,Básico,Básico,Residencial,Maryland,1,28.87570363100133
371.3242032832488,1950,Avanzado,14,Moderado,Avanzado,Comercial,Pennsylvania,7,299.4057725188024
282.45017349463825,2008,Básico,18,Básico,Avanzado,Residencial,Georgia,9,252.9293542593112
109.88419558287482,1934,Moderado,4,Básico,Básico,Residencial,Michigan,6,55.855064570646576
398.0546021848607,1910,Moderado,8,Avanzado,Moderado,Comercial,Maryland,6,355.67059894644507
232.82262360775343,1995,Moderado,11,Básico,Moderado,Residencial,Oklahoma,10,103.17719061715393
483.3922505953673,1984,Básico,19,Básico,Avanzado,Industrial,Vermont,6,496.9833236857283
177.58120203186547,1915,Moderado,4,Avanzado,Básico,Residencial,Michigan,6,103.68732911794191
168.38545113346305,2007,Moderado,8,Básico,Avanzado,Comercial,Michigan,3,258.0714677605303
200.07832805383217,1945,Básico,9,Moderado,Moderado,Residencial,Vermont,4,148.1591832907539
307.54265718138146,2021,Superior,7,Avanzado,Moderado,Industrial,Maine,5,222.62592407693415
452.69138309044206,1942,Avanzado,16,Básico,Básico,Industrial,Georgia,8,283.5611737170634
129.32673806300664,1923,Moderado,15,Moderado,Básico,Comercial,Michigan,1,250.3982593702505
175.8554589196491,1960,Moderado,11,Moderado,Avanzado,Industrial,Vermont,5,326.6487490786817
311.7559294165378,1946,Superior,19,Básico,Básico,Residencial,Maryland,1,301.0556977492982
254.45040897268177,1911,Básico,11,Avanzado,Moderado,Industrial,Iowa,1,321.9679426390817
251.2952992650764,1921,Avanzado,12,Avanzado,Avanzado,Residencial,Maryland,2,306.2030007744702
419.3304179433829,1910,Moderado,4,Moderado,Avanzado,Residencial,Michigan,1,263.3349166084317
465.7452361301125,1965,Básico,0,Básico,Avanzado,Comercial,Maine,8,197.85769199383083
266.58813473144687,1967,Superior,11,Moderado,Moderado,Residencial,Iowa,5,212.85295358073265
359.3083079512732,1951,Moderado,19,Moderado,Moderado,Residencial,Vermont,9,235.80512508330423
410.47641996232727,2021,Moderado,2,Básico,Moderado,Residencial,Maryland,6,125.81236093112577
283.26488467422377,1936,Avanzado,7,Básico,Moderado,Residencial,Iowa,4,52.54729851238078
182.4423840291809,1949,Avanzado,9,Básico,Avanzado,Comercial,Vermont,3,255.46162509139427
337.1380689750277,1997,Superior,17,Básico,Básico,Comercial,Utah,7,301.17135407043315
313.2990951377266,1968,Avanzado,12,Avanzado,Avanzado,Residencial,Iowa,5,181.09382775071907
455.7032688828247,1972,Básico,10,Moderado,Moderado,Industrial,Maine,8,336.8961262752094
73.58316654643521,1967,Básico,3,Básico,Moderado,Comercial,Maryland,9,145.96588270411627
459.55912421006,1999,Básico,12,Básico,Básico,Industrial,Utah,9,235.54470527559184
290.4944126744118,1979,Básico,13,Básico,Básico,Industrial,Georgia,3,294.4198673168541
57.05425222246127,1952,Avanzado,14,Avanzado,Moderado,Comercial,Vermont,5,304.74828826386727
205.11598044550465,1994,Superior,15,Básico,Avanzado,Industrial,Maryland,9,262.8331781693108
375.9501037438939,1940,Básico,9,Básico,Moderado,Comercial,Maine,10,245.26767453015708
269.7948895711248,1981,Avanzado,19,Moderado,Moderado,Comercial,Oklahoma,5,428.5042283511819
491.0715668484466,1933,Avanzado,17,Avanzado,Básico,Comercial,Iowa,8,267.86848654037266
240.17453322397185,1918,Básico,3,Moderado,Moderado,Industrial,Georgia,5,152.55937144032458
196.9858533317035,1967,Avanzado,6,Moderado,Avanzado,Comercial,Georgia,8,177.3411850396504
419.7523704933057,2021,Avanzado,3,Básico,Avanzado,Comercial,Vermont,8,197.00686997924475
296.5580147111141,1921,Superior,14,Básico,Básico,Residencial,Pennsylvania,10,168.104724436611
357.0469605781515,1956,Básico,2,Avanzado,Avanzado,Industrial,Vermont,2,368.8044530662818
412.56605211740487,1951,Básico,7,Moderado,Moderado,Industrial,Utah,8,275.61629890224106
352.14239575652914,2016,Avanzado,17,Avanzado,Avanzado,Industrial,Pennsylvania,4,467.06329932933073
240.08337264589903,2009,Avanzado,10,Básico,Básico,Comercial,Michigan,1,188.31645297392757
106.1584015524353,1986,Moderado,11,Moderado,Moderado,Residencial,Maryland,8,186.2330307623724
311.11167495708526,1980,Moderado,5,Básico,Moderado,Industrial,Michigan,4,229.4378894688871
453.8449970281668,1978,Superior,12,Moderado,Moderado,Comercial,Minnesota,4,202.92549608842137
238.50159193328676,1989,Superior,7,Básico,Avanzado,Residencial,Iowa,10,73.24669991805082
459.8263556792782,1913,Básico,8,Básico,Básico,Industrial,Iowa,8,277.24038312897284
276.5875189020809,1903,Avanzado,19,Básico,Avanzado,Residencial,Georgia,4,266.6212972226988
329.37870309911443,1989,Básico,14,Básico,Avanzado,Comercial,Pennsylvania,3,305.90999378446253
424.8448142250393,2022,Básico,10,Moderado,Básico,Industrial,Iowa,4,337.5397041034324
304.0686993383247,1981,Superior,11,Avanzado,Avanzado,Industrial,Maine,8,359.7068658138141
90.93620268300356,1976,Avanzado,4,Básico,Básico,Residencial,Maryland,9,-48.16890253116155
491.4407303601778,1929,Avanzado,16,Moderado,Básico,Comercial,Michigan,2,385.5695736004653
160.63218586077517,1946,Avanzado,16,Básico,Avanzado,Industrial,Oklahoma,3,348.9964099846036
369.7273978835893,1945,Moderado,14,Básico,Moderado,Comercial,Georgia,10,258.29054347759154
277.3010473779824,1989,Moderado,0,Moderado,Avanzado,Comercial,Utah,3,235.5645973993513
265.4476865679686,1969,Avanzado,16,Avanzado,Básico,Comercial,Michigan,1,360.4825709761582
159.77336849010115,2008,Avanzado,12,Moderado,Básico,Residencial,Iowa,10,88.39887710454067
374.9678445650469,1908,Superior,4,Básico,Básico,Comercial,Maine,7,172.80846521005236
100.75471917394428,1946,Avanzado,2,Moderado,Básico,Residencial,Pennsylvania,8,49.146548626764975
495.7039892126684,2021,Superior,6,Avanzado,Moderado,Residencial,Pennsylvania,2,263.22477069432904
430.41809169824177,1948,Avanzado,7,Avanzado,Avanzado,Comercial,Maryland,4,309.45834331454967
290.52902300260644,2022,Avanzado,8,Avanzado,Básico,Comercial,Iowa,3,191.0667666363088
241.04883022610423,1964,Moderado,11,Básico,Moderado,Residencial,Michigan,5,192.47652385798983
178.90908460694044,1966,Avanzado,16,Avanzado,Avanzado,Comercial,Michigan,6,335.1272254068363
275.71616192334534,1961,Moderado,2,Básico,Básico,Comercial,Oklahoma,3,147.0074583816583
445.7378579108756,1909,Básico,8,Básico,Básico,Residencial,Vermont,5,160.66993607424507
173.7528803153076,1911,Moderado,15,Avanzado,Avanzado,Residencial,Oklahoma,6,300.85853615481324
275.2418564614112,1963,Básico,14,Moderado,Básico,Residencial,Oklahoma,9,259.7948723834646
155.5474559301639,1931,Avanzado,18,Básico,Avanzado,Comercial,Michigan,3,411.61337108233664
201.71710114922817,1922,Básico,12,Avanzado,Avanzado,Residencial,Pennsylvania,10,301.9711779646528
135.61722901549962,1933,Básico,18,Moderado,Avanzado,Comercial,Oklahoma,5,435.5489982329128
495.74263726453455,1963,Avanzado,5,Moderado,Moderado,Comercial,Maryland,6,250.2063071029792
307.173850908105,1947,Superior,15,Básico,Básico,Comercial,Pennsylvania,9,130.63719639118435
379.76680581651294,1984,Avanzado,8,Básico,Básico,Comercial,Minnesota,8,216.82874050225195
94.21246105341652,1973,Moderado,9,Moderado,Básico,Comercial,Oklahoma,10,121.1834904860777
214.7528975334421,1986,Moderado,7,Básico,Básico,Residencial,Maine,2,251.91926222024648
451.68791137129466,1991,Básico,15,Moderado,Básico,Comercial,Michigan,4,311.4912182705999
87.99724689077655,1973,Superior,17,Moderado,Básico,Residencial,Utah,10,115.83073245234417
124.46745275282592,1919,Superior,10,Avanzado,Avanzado,Residencial,Pennsylvania,8,173.956834055067
331.43792465802585,1987,Básico,15,Básico,Básico,Residencial,Maryland,1,239.99590338467857
330.25504734690134,1957,Superior,4,Básico,Moderado,Comercial,Maryland,8,165.45388166490812
427.20217000426834,1955,Moderado,1,Moderado,Moderado,Residencial,Oklahoma,7,33.3890027281258
470.97174374213967,1952,Avanzado,8,Moderado,Moderado,Residencial,Minnesota,3,173.98484427375558
113.8939139413687,1988,Superior,17,Moderado,Básico,Industrial,Vermont,9,243.89609177586067
166.71821833714978,2016,Avanzado,6,Moderado,Básico,Industrial,Iowa,6,96.4421666424566
242.35763256196515,1989,Superior,2,Básico,Moderado,Comercial,Vermont,6,59.13891613607826
50.406478484562335,2014,Moderado,16,Avanzado,Básico,Comercial,Maine,1,347.2853415622607
81.41643633186271,1970,Avanzado,5,Básico,Moderado,Residencial,Iowa,4,203.70847330802223
151.92107507345975,1951,Avanzado,16,Básico,Básico,Industrial,Oklahoma,5,240.27529544085223
266.4958838071153,1935,Básico,13,Avanzado,Básico,Residencial,Oklahoma,7,266.5487362785642
163.18523217587577,1980,Básico,16,Moderado,Básico,Residencial,Vermont,1,303.7731331677156
444.5068515003716,1995,Moderado,6,Básico,Básico,Residencial,Iowa,4,173.48764683833605
195.922793993905,1933,Superior,7,Avanzado,Básico,Comercial,Oklahoma,1,269.74536500898154
466.0802654641829,1905,Básico,12,Moderado,Básico,Residencial,Maine,1,292.12897396551125
488.6542673306195,1960,Moderado,16,Moderado,Moderado,Industrial,Michigan,1,493.1859359552877
252.43769025841044,1913,Básico,6,Básico,Avanzado,Residencial,Utah,10,161.7220388228977
152.20796760469565,1911,Avanzado,2,Básico,Básico,Comercial,Minnesota,1,69.92741346179443
181.24976004035148,2007,Superior,12,Moderado,Moderado,Residencial,Pennsylvania,7,145.10550726470058
399.3501567467508,1943,Avanzado,18,Básico,Avanzado,Comercial,Maryland,8,230.8796899805096
173.00736850666596,1969,Básico,1,Avanzado,Básico,Industrial,Georgia,10,175.30501988853078
221.26229056412808,1974,Superior,5,Avanzado,Moderado,Residencial,Oklahoma,9,80.24597881801438
265.3591363168324,1982,Básico,3,Básico,Básico,Industrial,Pennsylvania,1,258.3188762361045
308.80000241149287,1966,Superior,13,Avanzado,Avanzado,Industrial,Michigan,9,299.4611295812331
498.24519813555713,1962,Superior,9,Básico,Moderado,Residencial,Michigan,5,198.77101877027317
154.49438982361653,2019,Superior,18,Moderado,Moderado,Comercial,Oklahoma,3,331.98634393484167
209.040666461676,1916,Superior,11,Básico,Básico,Residencial,Pennsylvania,2,198.2450288998861
168.30102965472997,1900,Básico,16,Avanzado,Básico,Residencial,Iowa,10,258.80968629105627
212.50104648966965,1913,Moderado,11,Avanzado,Básico,Residencial,Vermont,3,262.6146149886818
95.36203260257923,1948,Avanzado,3,Avanzado,Moderado,Residencial,Iowa,3,160.05769766021533
211.91439525847125,1922,Moderado,12,Avanzado,Avanzado,Comercial,Pennsylvania,6,246.42381762416775
449.5392641589748,1933,Básico,2,Básico,Avanzado,Comercial,Utah,5,228.75222202942228
184.36543153090207,1900,Superior,12,Moderado,Moderado,Residencial,Pennsylvania,8,179.0321050712306
217.370650932081,2006,Avanzado,17,Avanzado,Moderado,Comercial,Minnesota,9,271.0575750263697
475.0133739970706,1973,Básico,6,Básico,Avanzado,Comercial,Michigan,5,266.8115295593178
377.7705483470907,1925,Avanzado,3,Avanzado,Básico,Comercial,Maryland,5,216.4396869408482
282.53242166812174,2004,Básico,0,Básico,Avanzado,Residencial,Minnesota,4,201.6180378767432
399.73672778154827,1957,Superior,11,Moderado,Básico,Comercial,Pennsylvania,5,261.8561360009589
105.43084198452678,1958,Moderado,15,Moderado,Básico,Comercial,Oklahoma,5,306.2081430132272
259.020658949379,1966,Básico,18,Básico,Avanzado,Residencial,Minnesota,2,352.3819796400665
103.20625793113985,1914,Avanzado,5,Avanzado,Moderado,Residencial,Minnesota,1,216.8152840405792
155.128165258811,2018,Básico,17,Moderado,Moderado,Residencial,Iowa,1,286.31915656057384
113.84026688311636,1958,Superior,4,Avanzado,Avanzado,Industrial,Maryland,7,277.3019294203264
212.81055762611268,1928,Superior,12,Moderado,Básico,Residencial,Georgia,1,243.7433474319069
221.73769417816663,1985,Moderado,1,Básico,Avanzado,Comercial,Maryland,5,186.45698856385636
476.2888618249584,1966,Superior,18,Avanzado,Básico,Comercial,Maine,9,354.3011982513025
168.85657903438818,1922,Moderado,14,Avanzado,Avanzado,Residencial,Iowa,1,279.2552125997646
262.5929803924326,1972,Superior,6,Básico,Básico,Residencial,Michigan,6,138.43338561189216
415.12073178356906,2011,Básico,2,Avanzado,Básico,Comercial,Minnesota,8,283.0033124511841
417.02791389649775,1980,Superior,2,Avanzado,Avanzado,Industrial,Michigan,9,274.79036758264726
387.6544341657591,1935,Básico,15,Avanzado,Avanzado,Residencial,Iowa,7,336.8187650696158
179.52519296303282,2009,Moderado,1,Avanzado,Moderado,Comercial,Maine,1,233.36473891061533
272.73722873511065,1927,Avanzado,12,Moderado,Moderado,Residencial,Utah,3,279.7851193049096
133.79521783402546,1998,Superior,12,Moderado,Avanzado,Industrial,Maryland,10,273.22845271123214
134.77978525226192,1957,Básico,13,Moderado,Avanzado,Comercial,Pennsylvania,8,271.2812384722637
246.12854591223996,1907,Superior,2,Básico,Básico,Comercial,Maine,4,93.5118764974874
382.3664995593235,1929,Superior,17,Avanzado,Avanzado,Comercial,Pennsylvania,10,360.1315386072596
286.962916999027,1910,Moderado,3,Básico,Avanzado,Comercial,Michigan,10,142.62691472949976
449.0074493813535,1993,Superior,15,Avanzado,Moderado,Industrial,Michigan,4,316.9135932311346
423.9089589999092,1971,Avanzado,4,Moderado,Básico,Industrial,Vermont,9,141.6030571913494
64.2224492691825,2012,Avanzado,13,Avanzado,Moderado,Industrial,Iowa,2,384.8459540574661
305.78856928979724,1907,Superior,11,Avanzado,Avanzado,Industrial,Maine,8,313.84149388630715
324.1225689600394,1965,Básico,13,Avanzado,Básico,Industrial,Pennsylvania,10,208.6997478669741
482.7088149350367,1925,Avanzado,8,Básico,Avanzado,Industrial,Oklahoma,10,220.97840890150317
60.45648201898778,1913,Moderado,11,Básico,Moderado,Comercial,Maine,8,168.52694320319773
288.99669693588305,1977,Superior,8,Avanzado,Moderado,Residencial,Utah,3,142.63646048410044
142.15161287113358,1964,Moderado,10,Moderado,Básico,Residencial,Minnesota,3,210.73216711227772
74.14830783121509,1941,Moderado,2,Moderado,Avanzado,Comercial,Iowa,4,237.711869499372
314.3698361292755,1944,Moderado,18,Moderado,Moderado,Comercial,Georgia,4,376.3746467965237
397.6718646347611,1919,Básico,15,Avanzado,Avanzado,Industrial,Maryland,8,417.0456796639331
398.68945215133454,1967,Básico,10,Moderado,Avanzado,Industrial,Pennsylvania,2,376.4012351366415
63.62978457015805,2021,Avanzado,6,Avanzado,Avanzado,Residencial,Maryland,8,210.8391982856156
233.1258801222152,1939,Avanzado,10,Avanzado,Moderado,Industrial,Pennsylvania,8,273.6048142459051
70.02933221687923,2017,Moderado,14,Avanzado,Moderado,Residencial,Michigan,7,258.4902046214311
161.52739114584637,1965,Avanzado,15,Avanzado,Avanzado,Comercial,Maryland,8,363.6959675550513
136.79631624107674,1981,Básico,2,Básico,Avanzado,Comercial,Vermont,7,114.38900581061752
146.83216065897074,1959,Moderado,14,Moderado,Moderado,Industrial,Maryland,7,269.6598596899549
202.60328631553787,2018,Básico,15,Moderado,Básico,Residencial,Maryland,1,232.61908466188825
174.8381188261992,1998,Moderado,4,Avanzado,Avanzado,Industrial,Maryland,7,288.8149837734481
483.0259600974192,2006,Básico,11,Básico,Básico,Industrial,Maryland,9,274.8717268029655
208.58320400422195,1905,Superior,17,Básico,Avanzado,Comercial,Maine,10,132.9021211407978
452.3776318818374,1966,Superior,17,Moderado,Básico,Industrial,Oklahoma,9,308.8656920614857
131.4687521844163,1975,Básico,5,Avanzado,Avanzado,Industrial,Pennsylvania,9,341.47866615929405
393.6860902346965,1963,Moderado,13,Moderado,Básico,Comercial,Iowa,2,300.7181249064762
77.60549121108924,2007,Básico,19,Moderado,Moderado,Residencial,Georgia,8,192.16397273166365
258.2425532612036,1969,Moderado,18,Avanzado,Avanzado,Industrial,Oklahoma,10,440.2846914027276
52.47969810598667,1974,Moderado,1,Avanzado,Moderado,Residencial,Oklahoma,2,75.21897841663024
414.6308433812462,2016,Superior,0,Básico,Moderado,Comercial,Oklahoma,9,35.866594201534724
477.71871621700274,1904,Básico,10,Moderado,Avanzado,Industrial,Vermont,5,460.6440892726886
65.79831687221555,1945,Avanzado,13,Moderado,Moderado,Residencial,Michigan,7,180.6036713804602
470.2308626629915,1932,Superior,1,Básico,Básico,Residencial,Maine,1,134.77216842372454
398.2342511711088,1952,Básico,11,Moderado,Moderado,Comercial,Maryland,6,276.79678609363697
211.4877104567579,1948,Superior,11,Avanzado,Moderado,Comercial,Michigan,10,238.9233534411496
458.9944480502624,1983,Básico,13,Moderado,Avanzado,Industrial,Michigan,10,422.8721974341306
183.31577206290544,1986,Avanzado,3,Moderado,Moderado,Comercial,Michigan,3,124.8434354640542
234.1828905056429,1968,Avanzado,11,Avanzado,Básico,Residencial,Oklahoma,3,190.8350407103121
93.52006798640974,1921,Básico,6,Avanzado,Avanzado,Comercial,Oklahoma,5,326.9259971470868
345.6225328550648,1999,Avanzado,19,Moderado,Moderado,Industrial,Iowa,2,354.47696266199733
63.320372934022345,1976,Superior,17,Moderado,Básico,Industrial,Utah,5,192.18299203455496
268.2073738395668,1931,Básico,14,Avanzado,Moderado,Residencial,Oklahoma,6,245.12006403839771
357.4363326136402,1996,Superior,15,Moderado,Moderado,Comercial,Utah,4,402.89058169356485
419.5569204270999,1991,Avanzado,0,Básico,Avanzado,Industrial,Utah,10,116.32549303635292
117.47362532974796,1961,Básico,5,Avanzado,Básico,Industrial,Michigan,8,205.95758232411816
389.3406648119228,1977,Superior,12,Básico,Básico,Residencial,Minnesota,8,94.30022555719852
373.5846605997633,1930,Superior,13,Básico,Avanzado,Industrial,Iowa,3,262.67927929003
301.8067403539029,1982,Básico,15,Básico,Básico,Residencial,Michigan,3,192.71636555788896
313.0900690045388,1975,Superior,2,Avanzado,Avanzado,Comercial,Maryland,6,163.85299620571087
91.07182438555014,1996,Superior,11,Avanzado,Moderado,Industrial,Oklahoma,4,361.37715714664114
320.2119694581711,1954,Básico,15,Moderado,Avanzado,Comercial,Oklahoma,7,374.0381230545765
221.6849931818745,2014,Básico,16,Moderado,Básico,Comercial,Georgia,7,152.48751489292502
440.4113831037411,1911,Avanzado,11,Avanzado,Moderado,Comercial,Minnesota,3,309.2812735060953
190.8944967811956,1982,Superior,15,Avanzado,Básico,Residencial,Pennsylvania,10,200.4351728523492
309.4677848135861,2013,Avanzado,8,Moderado,Básico,Comercial,Pennsylvania,9,176.89912085899266
241.95712986553747,2012,Moderado,0,Avanzado,Moderado,Comercial,Georgia,4,169.03324507133456
444.3178722126409,1992,Superior,2,Avanzado,Avanzado,Industrial,Minnesota,8,279.25596249996136
164.26250014513505,2007,Moderado,17,Moderado,Básico,Residencial,Oklahoma,8,237.86671991080647
85.4610621392572,1918,Básico,18,Avanzado,Básico,Industrial,Minnesota,8,430.2613873584202
386.8950744424128,1985,Básico,13,Moderado,Básico,Residencial,Iowa,8,192.05945635991893
235.80347760874463,1967,Superior,4,Avanzado,Básico,Comercial,Maryland,9,105.53972237320131
315.0942616068312,1929,Básico,17,Básico,Avanzado,Comercial,Georgia,2,442.1222042892439
61.875199271008,1933,Moderado,15,Básico,Básico,Industrial,Georgia,1,346.311302604857
478.4494061288309,1945,Superior,14,Básico,Moderado,Residencial,Maryland,4,259.1574134776461
444.9282698232394,2020,Básico,5,Básico,Avanzado,Industrial,Maine,3,390.148763153661
330.74055525977485,1942,Superior,0,Avanzado,Avanzado,Comercial,Vermont,3,285.3994958380791
57.66342895067812,1993,Superior,5,Avanzado,Básico,Comercial,Maine,3,193.3339398959696
220.08941329229447,1975,Superior,19,Moderado,Avanzado,Residencial,Maryland,2,251.0193902310029
490.458441983967,1983,Moderado,4,Básico,Básico,Residencial,Vermont,5,159.69582098850245
356.5986614331056,2015,Moderado,1,Moderado,Moderado,Comercial,Minnesota,10,163.9464439182368
122.4445375910386,1956,Moderado,1,Avanzado,Básico,Residencial,Maine,1,172.76380028510076
257.26853689452525,1982,Avanzado,14,Básico,Avanzado,Residencial,Iowa,6,235.67524072140196
